src_token,accuracy
pk,1.0
rnh,1.0
manh,0.9037037037037037
metyl,0.0
ankyl,1.0
i,0.9662921348314607
can,0.7879746835443038
hie,0.0
phenyl,1.0
dimetylamin,0.0
trimetylamin,1.0
triphenylamin,1.0
amoni,0.6666666666666666
nh,1.0
alinin,1.0
hcl,1.0
phenylamoni,1.0
clorua,1.0
vay,0.9300155520995335
naoh,1.0
nacl,1.0
hono,1.0
oh,1.0
xuc,0.9596774193548387
ncl,1.0
benzendiazoni,0.0
xay,0.9761904761904762
diazoni,0.0
dun,0.8125
phenol,1.0
nhuom,0.9791666666666666
azo,1.0
bep,0.6875
nitro,0.0
nitrosamin,1.0
nitrosoamin,1.0
ortho,1.0
para,1.0
amino,1.0
axyl,1.0
isonitrin,1.0
antifebrin,1.0
streptoxit,1.0
sunfaguanidin,0.0
fomandehit,0.0
toluidin,0.0
naphtylamin,1.0
halogen,0.5263157894736842
kali,1.0
phtalimit,1.0
nitrobenzen,1.0
δh,1.0
mol,1.0
sao,0.9813200498132005
uranus,1.0
ουρανος,0.0
bau,0.9826589595375722
thoai,0.9024390243902439
hy,0.98989898989899
caelus,1.0
ouranos,1.0
天王星,1.0
ngoi,0.8894472361809045
nhin,0.9773755656108597
sat,0.7885350318471338
john,1.0
flamsteed,1.0
nguu,1.0
tauri,1.0
pierre,1.0
charles,1.0
monnier,1.0
william,1.0
herschel,1.0
georgium,1.0
sidus,1.0
johann,1.0
bode,1.0
khinh,1.0
boc,0.865979381443299
voyager,1.0
gi,0.9735099337748344
ngang,0.9586776859504132
hubble,1.0
tua,0.9411764705882353
xich,0.9830508474576272
chieu,0.8988970588235294
kia,1.0
quay,0.945
nguoc,1.0
nghieng,1.0
james,1.0
elliot,1.0
edward,1.0
w,1.0
dunham,1.0
douglas,1.0
j,1.0
mink,1.0
thuyen,0.963302752293578
titania,1.0
oberon,1.0
herchel,1.0
ariel,1.0
umbirel,1.0
lassell,1.0
miranda,1.0
gerard,0.4
kuiper,1.0
buc,0.9829351535836177
pa,0.9871794871794872
campapura,1.0
nagara,1.0
campa,1.0
panduranga,1.0
hoanh,1.0
lao,0.9021164021164021
campuchia,1.0
java,1.0
ruc,1.0
linga,1.0
thinh,0.9242424242424242
suy,1.0
ep,1.0
khmer,1.0
ne,0.49230769230769234
thon,0.9518072289156626
phuc,0.9386422976501305
uong,0.9362745098039216
amaravati,1.0
vijaya,1.0
kauthara,1.0
kramuta,1.0
vanusa,1.0
naeikela,1.0
malayo,1.0
polynesian,1.0
borneo,1.0
nung,0.9387755102040817
khao,0.9940476190476191
niah,1.0
sarawak,1.0
austronesian,1.0
ven,1.0
ngai,0.9173553719008265
thau,0.75
riu,1.0
carbon,1.0
due,0.9696969696969697
kheo,1.0
loan,0.912751677852349
philippines,1.0
sinhapura,1.0
bia,0.9130434782608695
bhadravarman,1.0
kandapurpura,1.0
bhadresvara,1.0
shiva,1.0
phien,0.8666666666666667
virapura,1.0
po,0.85
nagar,1.0
nu,0.9785276073619632
yan,0.3333333333333333
satyavarman,1.0
giac,0.92
soat,1.0
indravarman,1.0
ii,1.0
indrapura,1.0
vihara,1.0
lokesvara,1.0
nhuong,0.5833333333333334
siva,0.75
xuyen,0.9950980392156863
sogetu,1.0
sup,1.0
gianh,0.9761904761904762
giet,1.0
parameshvaravarman,1.0
nhac,0.954183266932271
rudravarman,1.0
dep,0.910828025477707
jaya,1.0
simhavarman,1.0
bonguar,1.0
nop,1.0
kon,1.0
tum,0.9411764705882353
dak,0.9130434782608695
lak,0.8125
malacca,1.0
sout,1.0
em,0.9570552147239264
saktiray,1.0
patih,1.0
dip,0.9795918367346939
dut,0.8540145985401459
pec,0.0
tram,0.8880597014925373
srivijaya,1.0
majapahit,1.0
khuong,0.8947368421052632
mam,0.7377049180327869
darawati,1.0
kertawijaya,1.0
parameshwara,1.0
putri,1.0
champa,0.6666666666666666
trowulan,1.0
apsara,1.0
brahma,1.0
visnu,1.0
chac,0.9195402298850575
rsi,1.0
valmiki,1.0
ramayana,1.0
rama,1.0
sita,1.0
mahabharata,1.0
bhagavata,0.0
ying,1.0
yai,1.0
sheng,1.0
doanh,1.0
nhai,0.7272727272727273
nguong,0.9833333333333333
rija,1.0
kate,1.0
buoi,0.9659090909090909
baranang,0.0
gineng,1.0
go,0.6421568627450981
chiec,1.0
ken,0.6666666666666666
saranai,1.0
rac,0.9387755102040817
luat,1.0
caste,1.0
brahman,1.0
ksatria,1.0
doat,1.0
yoni,1.0
trimutri,1.0
khe,0.8857142857142857
thoat,0.9896907216494846
diet,0.9940119760479041
cambhuvarman,1.0
kandharpadjarma,1.0
suot,1.0
vet,0.9078947368421053
rung,0.8857142857142857
narikelavamsa,1.0
kramukavamsa,1.0
pandaranga,1.0
ich,0.9873417721518988
chap,0.9634146341463414
musee,1.0
henri,1.0
parmentier,1.0
阮潢,1.0
tuoc,0.9325842696629213
khuyen,0.9080459770114943
khiem,0.9642857142857143
khap,0.974025974025974
mu,0.9047619047619048
thach,0.9212121212121213
truy,0.9868421052631579
lau,0.888030888030888
kurung,1.0
bonam,1.0
vyadhapura,1.0
banam,1.0
prey,1.0
veng,1.0
khang,0.977366255144033
qui,0.961038961038961
kaundinya,1.0
chandan,1.0
chandana,1.0
kaudinya,1.0
sri,1.0
choi,0.7745664739884393
jayavarman,1.0
nagasena,0.0
sanskrit,1.0
kong,0.9692307692307692
tr,1.0
miet,1.0
amp,1.0
ksatriya,0.0
citrasena,1.0
quen,0.8666666666666667
oi,0.55
ngap,1.0
ki,0.8957816377171216
aninditapura,1.0
baladitya,0.0
sumatra,1.0
sailendra,1.0
sailendre,1.0
quat,0.9242424242424242
bhavavarman,1.0
phep,1.0
oc,0.9148936170212766
nai,0.7413793103448276
rai,0.9629629629629629
nghiem,0.9539748953974896
som,1.0
indochina,0.6666666666666666
thuo,0.7272727272727273
ghep,1.0
mieng,0.9024390243902439
tchou,1.0
kang,1.0
malleret,1.0
trau,0.48148148148148145
heo,0.8666666666666667
coc,0.8367346938775511
gach,1.0
com,0.875
nd,0.8333333333333334
tp,1.0
hcm,1.0
angco,0.0
angkor,0.9230769230769231
treneu,0.0
trich,1.0
uc,0.9795081967213115
wales,1.0
sir,1.0
robert,1.0
grove,1.0
platin,1.0
trum,0.9411764705882353
oxy,0.9248826291079812
sulfuric,1.0
loang,0.95
ngam,0.6851851851851852
nasa,1.0
gemini,1.0
apollo,1.0
kw,1.0
cm,1.0
ngung,0.7428571428571429
membrane,1.0
xach,1.0
pem,1.0
exchange,1.0
mach,0.9414893617021277
pemfc,1.0
sofc,1.0
apu,1.0
mcfd,1.0
pafc,1.0
dmfc,1.0
afc,1.0
khiet,1.0
anode,1.0
methanol,0.8333333333333334
nhuan,0.9716312056737588
daimlerchrysler,1.0
ford,1.0
honda,1.0
opel,1.0
buyt,1.0
hamburg,1.0
stuttgart,1.0
diesel,1.0
combined,1.0
heat,1.0
and,1.0
power,1.0
plant,1.0
phim,0.937984496124031
dioxit,0.8604651162790697
oxit,0.8904109589041096
turbine,1.0
nhuoc,0.9375
pin,1.0
kenh,0.9285714285714286
vuot,0.9666666666666667
bund,1.0
fur,1.0
umwelt,1.0
und,1.0
naturschutz,1.0
deutschland,1.0
otto,1.0
khoe,0.5979381443298969
campanagara,1.0
graphit,1.0
ngau,0.9666666666666667
xop,0.875
thep,0.9772727272727273
loat,1.0
beo,0.847457627118644
este,1.0
mem,1.0
graphene,1.0
silic,1.0
big,1.0
alpha,1.0
heli,0.7037037037037037
fulleren,1.0
nano,0.9444444444444444
hua,0.9
hen,0.84375
carbo,1.0
chum,0.95
lonsdaleit,1.0
bot,0.8238993710691824
pi,1.0
der,1.0
waals,1.0
truot,1.0
gecmani,1.0
nitrua,1.0
bn,1.0
uon,0.9795918367346939
elip,0.625
buckminster,1.0
fuller,1.0
vom,0.9
buckyball,1.0
nghin,1.0
canxi,1.0
magie,0.9649122807017544
cacbonat,1.0
dolomit,0.0
new,1.0
york,1.0
greenland,1.0
kimberlit,1.0
namibia,1.0
botswana,1.0
congo,1.0
sierra,1.0
leone,1.0
arkansas,1.0
brasil,1.0
cacbonic,0.5
hco,1.0
ion,0.9880952380952381
canxit,0.0
disulfua,0.0
cs,1.0
monoxit,1.0
suboxit,0.0
hemoglobin,0.7142857142857143
xyanua,1.0
cn,1.0
halua,1.0
xyanogen,1.0
axetylua,0.0
axetylen,1.0
cacborundum,1.0
iupac,1.0
hit,0.6666666666666666
nguy,0.9434628975265018
windscale,1.0
tuot,0.8
vanh,1.0
ngheo,1.0
lat,0.3177570093457944
tui,0.9705882352941176
nhuc,0.9411764705882353
khoc,0.9166666666666666
nhao,0.5454545454545454
leo,0.8837209302325582
ngao,0.8
giat,0.5769230769230769
lung,0.6767676767676768
ngat,0.6341463414634146
ngong,0.75
nghenh,1.0
ngua,0.8536585365853658
mi,0.6851851851851852
phach,1.0
reo,1.0
vach,0.8571428571428571
cheo,0.7368421052631579
treo,0.8275862068965517
triet,0.9929078014184397
hom,0.813953488372093
alkaline,1.0
mv,1.0
skylab,1.0
hydrogenium,1.0
u,0.8518518518518519
plasma,1.0
proti,1.0
neutron,1.0
deuteri,1.0
triti,1.0
t,1.0
schrodinger,0.9090909090909091
henry,1.0
cavendish,1.0
hydrogen,1.0
hi,0.9642857142857143
anion,1.0
hydrua,1.0
cation,1.0
trui,1.0
hydroni,1.0
culong,1.0
radon,1.0
doteri,1.0
p,1.0
photpho,0.25
notron,1.0
hydrogene,0.0
hydr,1.0
hydros,1.0
gene,0.9939024390243902
xy,1.0
antoine,1.0
lavoisier,1.0
harold,1.0
urey,1.0
nobel,1.0
glucoda,0.0
sorbitol,1.0
cl,1.0
hidrua,0.75
paladi,0.0
hidroni,1.0
clo,1.0
flo,1.0
hidrohalic,0.0
primer,1.0
nucleic,1.0
acid,1.0
ribonucleic,1.0
dna,1.0
polymerase,1.0
enzyme,1.0
nucleotide,1.0
khuon,1.0
rna,1.0
pcr,1.0
base,1.0
hydroxyl,0.8333333333333334
nucleoside,1.0
cpg,1.0
controlled,1.0
pore,0.0
glass,1.0
dimethoxytrityl,1.0
dmt,1.0
dideoxy,1.0
sanger,1.0
marker,1.0
khuyech,1.0
anneal,1.0
adhere,1.0
poluymerase,1.0
nheit,0.0
g,1.0
loop,1.0
kep,0.8636363636363636
protein,0.9470198675496688
codon,1.0
isoleucine,1.0
ath,1.0
adenine,1.0
thymine,1.0
cytosine,1.0
pce,1.0
touchdown,1.0
earlier,1.0
version,1.0
of,1.0
above,1.0
article,1.0
was,1.0
posted,1.0
nupedia,1.0
sequencing,1.0
chain,1.0
reaction,1.0
bases,1.0
nucleosid,1.0
dimethoxythityl,1.0
nucleotid,1.0
khuech,1.0
probe,1.0
northern,1.0
blot,1.0
southern,1.0
chip,0.9
cdna,1.0
micro,0.5
arrays,1.0
oligonucleotide,1.0
blast,1.0
tm,1.0
purin,1.0
pyrimidine,1.0
microarray,1.0
sieu,1.0
watson,1.0
crick,1.0
marmur,1.0
doty,1.0
pardue,1.0
gall,1.0
jones,1.0
roberson,1.0
situ,1.0
fish,1.0
kafatos,1.0
saiki,1.0
array,1.0
maskos,1.0
ried,1.0
balding,1.0
ward,1.0
hoheisel,1.0
spot,1.0
robot,0.75
sot,0.76
lorkowski,1.0
cullen,1.0
analysing,1.0
expression,1.0
wiley,1.0
vch,1.0
verlag,1.0
gmbh,1.0
kgaa,1.0
